Particulars,Premium_Current_Month,Premium_Current_YTD,Premium_Previous_Month,Premium_Previous_YTD,Premium_YTD_Variation_Percent,Policies_Current_Month,Policies_Current_YTD,Policies_Previous_Month,Policies_Previous_YTD,Policies_YTD_Variation_Percent,Source_File,Date,Company,Company_Type,Premium_Variation_Zero_Base,Policy_Variation_Zero_Base
Individual Non Single Premium,396.76,1012.8,339.61,882.68,14.74,57613,142012,44428,120117,18.23,DetailedReportofNB (29).xls,2023-06-01,BAJAJ LIFE INSURANCE LIMITED,Private,0,0
Group Single Premium,371.2,708.79,853.35,1697.61,-58.25,9,21,28,39,-46.15,DetailedReportofNB (29).xls,2023-06-01,BAJAJ LIFE INSURANCE LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,BAJAJ LIFE INSURANCE LIMITED,Private,0,0
Group Yearly Renewable Premium,62.21,305.95,19.51,215.65,41.88,54,219,2,73,200.0,DetailedReportofNB (29).xls,2023-06-01,BAJAJ LIFE INSURANCE LIMITED,Private,0,0
Total,887.31,2156.58,1259.14,2916.2,-26.05,58303,143910,44948,121723,18.23,DetailedReportofNB (29).xls,2023-06-01,BAJAJ LIFE INSURANCE LIMITED,Private,0,0
Individual Single Premium,0.0,0.01,0.0,0.0,-1080.82,1,200,199,199,0.5,DetailedReportofNB (29).xls,2023-06-01,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Private,0,0
Individual Non Single Premium,0.45,1.01,0.05,0.37,170.13,1347,3251,126,409,694.87,DetailedReportofNB (29).xls,2023-06-01,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Private,0,0
Group Single Premium,5.58,11.64,0.17,0.28,4121.09,3,11,0,3,266.67,DetailedReportofNB (29).xls,2023-06-01,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Private,0,0
Group Yearly Renewable Premium,0.04,0.27,0.02,0.03,661.12,3,6,1,1,500.0,DetailedReportofNB (29).xls,2023-06-01,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Private,0,0
Total,6.07,12.92,0.24,0.68,1795.14,1354,3468,326,612,466.67,DetailedReportofNB (29).xls,2023-06-01,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Private,0,0
Individual Single Premium,-0.14,4.42,3.44,6.85,-35.5,38,164,48,121,35.54,DetailedReportofNB (29).xls,2023-06-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,48.07,115.97,60.51,140.45,-17.43,7433,20221,8500,20242,-0.1,DetailedReportofNB (29).xls,2023-06-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,15.69,46.79,16.38,44.27,5.69,0,0,0,1,-100.0,DetailedReportofNB (29).xls,2023-06-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,-1.24,0.64,2.15,3.88,-83.58,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,62.37,167.81,82.48,195.45,-14.14,7471,20385,8548,20364,0.1,DetailedReportofNB (29).xls,2023-06-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,8.83,31.72,18.75,50.55,-37.25,58,175,171,406,-56.9,DetailedReportofNB (29).xls,2023-06-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,100.02,198.6,115.88,238.87,-16.86,13672,26454,15452,29862,-11.41,DetailedReportofNB (29).xls,2023-06-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,26.86,175.26,120.55,187.21,-6.38,0,1,0,1,0.0,DetailedReportofNB (29).xls,2023-06-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.07,0.14,0.08,0.17,-20.35,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,203.84,205.36,138.4,138.88,47.87,6,7,7,11,-36.36,DetailedReportofNB (29).xls,2023-06-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,339.63,611.07,393.66,615.68,-0.75,13736,26637,15630,30280,-12.03,DetailedReportofNB (29).xls,2023-06-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,1.9,1.9,0.0,0.0,0.0,4,5,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,1.9,1.9,0.0,0.0,0.0,4,5,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,1,1
Individual Single Premium,0.98,1.64,2.48,6.16,-73.4,11,31,21,69,-55.07,DetailedReportofNB (29).xls,2023-06-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,30.31,64.31,31.4,67.76,-5.08,3889,8883,3768,11466,-22.53,DetailedReportofNB (29).xls,2023-06-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,2.22,4.06,0.28,2.4,69.13,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.14,0.3,-0.01,0.2,51.93,0,0,0,1,-100.0,DetailedReportofNB (29).xls,2023-06-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,33.66,70.31,34.15,76.51,-8.1,3900,8914,3789,11536,-22.73,DetailedReportofNB (29).xls,2023-06-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.0,0.0,8.64,20.65,-100.0,0,0,82,224,-100.0,DetailedReportofNB (29).xls,2023-06-01,EXIDE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,0.0,0.0,52.29,128.33,-100.0,0,0,9744,24040,-100.0,DetailedReportofNB (29).xls,2023-06-01,EXIDE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.0,0.0,0.02,0.04,-100.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,EXIDE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.71,2.92,-100.0,0,0,1,10,-100.0,DetailedReportofNB (29).xls,2023-06-01,EXIDE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.0,4.4,21.47,-100.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,EXIDE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,0.0,0.0,66.05,173.41,-100.0,0,0,9827,24274,-100.0,DetailedReportofNB (29).xls,2023-06-01,EXIDE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.2,1.24,0.67,1.42,-12.14,7,36,18,42,-14.29,DetailedReportofNB (29).xls,2023-06-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,18.53,40.2,21.4,49.62,-18.99,2740,6045,3229,7027,-13.97,DetailedReportofNB (29).xls,2023-06-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.61,1.78,1.41,2.45,-27.27,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,7.9,31.33,6.17,110.42,-71.63,3,9,2,3,200.0,DetailedReportofNB (29).xls,2023-06-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,27.24,74.55,29.65,163.91,-54.52,2750,6090,3249,7072,-13.89,DetailedReportofNB (29).xls,2023-06-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Individual Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Group Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Group Yearly Renewable Premium,0.02,0.02,0.0,0.0,0.0,1,1,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Total,0.02,0.02,0.0,0.0,0.0,1,1,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,GODIGIT LIFE INSURANCE LIMITED,Private,1,1
Individual Single Premium,325.75,771.3,321.35,821.55,-6.12,4189,9499,3849,9750,-2.57,DetailedReportofNB (29).xls,2023-06-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,741.36,1821.05,573.08,1481.77,22.9,79210,197356,61128,156574,26.05,DetailedReportofNB (29).xls,2023-06-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,1391.44,3284.81,942.81,2431.03,35.12,24,66,22,40,65.0,DetailedReportofNB (29).xls,2023-06-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,29.08,112.94,37.77,116.83,-3.33,18,68,16,48,41.67,DetailedReportofNB (29).xls,2023-06-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,2487.63,5990.1,1875.01,4851.18,23.48,83441,206989,65015,166412,24.38,DetailedReportofNB (29).xls,2023-06-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,160.2,388.7,222.31,627.23,-38.03,1964,5564,2713,7839,-29.02,DetailedReportofNB (29).xls,2023-06-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,465.51,1021.81,406.6,1038.01,-1.56,44656,109094,43261,112528,-3.05,DetailedReportofNB (29).xls,2023-06-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,390.62,985.36,323.44,800.32,23.12,13,42,1,14,200.0,DetailedReportofNB (29).xls,2023-06-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,-225.78,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,307.82,655.37,127.53,718.44,-8.78,184,591,141,282,109.57,DetailedReportofNB (29).xls,2023-06-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,1324.16,3051.23,1079.88,3183.99,-4.17,46817,115291,46116,120663,-4.45,DetailedReportofNB (29).xls,2023-06-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,5.21,15.73,4.95,12.63,24.57,160,486,122,308,57.79,DetailedReportofNB (29).xls,2023-06-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,106.04,283.82,127.55,294.58,-3.65,21739,55527,24136,58302,-4.76,DetailedReportofNB (29).xls,2023-06-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,333.1,436.34,65.22,193.47,125.54,18,43,18,48,-10.42,DetailedReportofNB (29).xls,2023-06-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.02,0.06,0.02,0.02,130.94,0,0,1,1,-100.0,DetailedReportofNB (29).xls,2023-06-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,444.37,735.95,197.75,500.7,46.98,21917,56056,24277,58659,-4.44,DetailedReportofNB (29).xls,2023-06-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,2.17,9.13,1.73,8.45,8.12,73,254,77,273,-6.96,DetailedReportofNB (29).xls,2023-06-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,82.0,249.23,66.36,218.64,13.99,14065,39722,12731,36534,8.73,DetailedReportofNB (29).xls,2023-06-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,2.72,5.27,9.38,21.68,-75.7,4,10,5,13,-23.08,DetailedReportofNB (29).xls,2023-06-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.45,2.86,0.72,1.58,80.79,1,14,4,16,-12.5,DetailedReportofNB (29).xls,2023-06-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,87.33,266.49,78.19,250.34,6.45,14143,40000,12817,36836,8.59,DetailedReportofNB (29).xls,2023-06-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,81.26,191.23,96.96,232.79,-17.86,1836,6889,2876,10979,-37.25,DetailedReportofNB (29).xls,2023-06-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,138.28,305.82,134.39,308.59,-0.9,20920,42214,22022,46370,-8.96,DetailedReportofNB (29).xls,2023-06-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,207.36,645.27,171.39,489.2,31.9,10,29,6,16,81.25,DetailedReportofNB (29).xls,2023-06-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.23,0.44,2.06,4.1,-89.37,1,3,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,1
Group Yearly Renewable Premium,83.76,282.18,115.92,185.15,52.41,51,146,42,98,48.98,DetailedReportofNB (29).xls,2023-06-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,510.88,1424.94,520.72,1219.83,16.81,22818,49281,24946,57463,-14.24,DetailedReportofNB (29).xls,2023-06-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,8.49,19.49,11.21,26.64,-26.86,119,312,216,494,-36.84,DetailedReportofNB (29).xls,2023-06-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,157.42,386.67,112.2,299.99,28.9,23970,57913,21819,55777,3.83,DetailedReportofNB (29).xls,2023-06-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,63.78,201.54,64.86,144.09,39.87,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.02,0.04,-1.62,0.07,-51.96,3,14,9,21,-33.33,DetailedReportofNB (29).xls,2023-06-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,3.42,11.43,9.94,26.91,-57.52,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,233.12,619.16,196.58,497.7,24.4,24092,58239,22044,56292,3.46,DetailedReportofNB (29).xls,2023-06-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.0,0.11,0.63,1.54,-92.73,5,9,8,22,-59.09,DetailedReportofNB (29).xls,2023-06-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Individual Non Single Premium,11.89,33.57,11.28,29.81,12.63,2921,6530,3089,6896,-5.31,DetailedReportofNB (29).xls,2023-06-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Group Single Premium,0.0,110.08,21.59,52.09,111.31,0,4,5,9,-55.56,DetailedReportofNB (29).xls,2023-06-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Group Yearly Renewable Premium,67.23,77.22,4.59,14.41,435.93,37,87,9,24,262.5,DetailedReportofNB (29).xls,2023-06-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Total,79.12,220.99,38.09,97.86,125.83,2963,6630,3111,6951,-4.62,DetailedReportofNB (29).xls,2023-06-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,579.33,1547.09,376.35,944.61,63.78,7435,19127,5658,15296,25.05,DetailedReportofNB (29).xls,2023-06-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,1013.44,2510.81,981.11,2485.14,1.03,153968,399605,158564,398676,0.23,DetailedReportofNB (29).xls,2023-06-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,780.67,2022.6,1440.39,2076.41,-2.59,27,55,14,24,129.17,DetailedReportofNB (29).xls,2023-06-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,2.2,7.91,0.91,7.52,5.22,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,79.07,117.31,27.38,77.04,52.27,35,68,27,71,-4.23,DetailedReportofNB (29).xls,2023-06-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,2454.71,6205.71,2826.14,5590.71,11.0,161465,418855,164263,414067,1.16,DetailedReportofNB (29).xls,2023-06-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,3.81,11.25,3.72,10.6,6.11,1164,2545,858,2206,15.37,DetailedReportofNB (29).xls,2023-06-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,64.55,130.0,48.55,105.75,22.94,25887,53948,21007,55865,-3.43,DetailedReportofNB (29).xls,2023-06-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,41.98,113.13,23.34,69.09,63.73,3,8,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,1
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,37.52,241.15,8.42,23.83,911.91,4,16,0,7,128.57,DetailedReportofNB (29).xls,2023-06-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,147.86,495.53,84.02,209.27,136.79,27058,56517,21865,58078,-2.69,DetailedReportofNB (29).xls,2023-06-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,7.15,14.59,12.47,28.34,-48.5,224,493,310,725,-32.0,DetailedReportofNB (29).xls,2023-06-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,99.73,215.54,93.01,213.43,0.99,14345,30585,13655,28828,6.09,DetailedReportofNB (29).xls,2023-06-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,283.2,393.42,25.77,61.09,543.99,2,6,0,2,200.0,DetailedReportofNB (29).xls,2023-06-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,-52.79,0,0,0,0,0.0,DetailedReportofNB (29).xls,2023-06-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,4.27,51.21,82.9,322.87,-84.14,8,14,2,5,180.0,DetailedReportofNB (29).xls,2023-06-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,394.34,674.77,214.15,625.72,7.84,14579,31098,13967,29560,5.2,DetailedReportofNB (29).xls,2023-06-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,94.09,265.29,56.15,169.74,56.29,786,2201,528,1613,36.45,DetailedReportofNB (29).xls,2023-06-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,499.28,1195.64,410.32,1003.94,19.09,50800,134027,48350,125512,6.78,DetailedReportofNB (29).xls,2023-06-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
